# omega0=1, alpha=1.7
# theta0=0.1, theta_dot0=0
# t_start=0, t_end=50, h=0.00911928
#   t          x(t)                 v(t)       
2.872573834196750e+01 1.096613353785587e-13 -2.584237331049627e-12
2.881693116210073e+01 -1.087744997689439e-13 -2.212679385890588e-12
2.890812398223396e+01 -2.950036927746361e-13 -1.877446632226798e-12
2.899931680236719e+01 -4.522177584490832e-13 -1.575903161030050e-12
2.909050962250042e+01 -5.833732479268337e-13 -1.305532254402876e-12
2.918170244263365e+01 -6.912027312402885e-13 -1.063938642999491e-12
2.927289526276688e+01 -7.782259269612486e-13 -8.488495043216583e-13
2.936408808290011e+01 -8.467608721113097e-13 -6.581143750255824e-13
2.945528090303334e+01 -8.989350405695180e-13 -4.897041338722990e-13
2.954647372316657e+01 -9.366963317813631e-13 -3.417091966146574e-13
2.963766654329980e+01 -9.618238638012503e-13 -2.123370498897943e-13
2.972885936343303e+01 -9.759385156804355e-13 -9.990923802629341e-14
2.982005218356626e+01 -9.805131740387528e-13 -2.857904528479198e-15
2.991124500369950e+01 -9.768826474213401e-13 8.027802118546881e-14
3.000243782383273e+01 -9.662532198262160e-13 1.508569114915710e-13
3.009363064396596e+01 -9.497118216755484e-13 2.101387318332814e-13
3.018482346409919e+01 -9.282348025686768e-13 2.592894732909375e-13
3.027601628423242e+01 -9.026962954697108e-13 2.993856720330949e-13
3.036720910436565e+01 -8.738761666137123e-13 3.314189683809400e-13
3.045840192449888e+01 -8.424675494255718e-13 3.563006647002373e-13
3.054959474463211e+01 -8.090839641930337e-13 3.748662472014441e-13
3.064078756476534e+01 -7.742660281742076e-13 3.878798420211966e-13
3.073198038489857e+01 -7.384877633006941e-13 3.960385807189474e-13
3.082317320503180e+01 -7.021625107068622e-13 3.999768545908859e-13
3.091436602516503e+01 -6.656484630169743e-13 4.002704410172137e-13
3.100555884529826e+01 -6.292538266945623e-13 3.974404884542822e-13
3.109675166543149e+01 -5.932416278393077e-13 3.919573496939890e-13
3.118794448556472e+01 -5.578341756392673e-13 3.842442556712153e-13
3.127913730569795e+01 -5.232171982813699e-13 3.746808244361368e-13
3.137033012583118e+01 -4.895436665187725e-13 3.636064019502449e-13
3.146152294596441e+01 -4.569373203155125e-13 3.513232331393995e-13
3.155271576609764e+01 -4.254959140601640e-13 3.380994631689433e-13
3.164390858623087e+01 -3.952941957819870e-13 3.241719702179231e-13
3.173510140636410e+01 -3.663866356343876e-13 3.097490321432249e-13
3.182629422649733e+01 -3.388099186485499e-13 2.950128303598489e-13
3.191748704663056e+01 -3.125852164202640e-13 2.801217950390205e-13
3.200867986676379e+01 -2.877202519890599e-13 2.652127963583714e-13
3.209987268689702e+01 -2.642111717130856e-13 2.504031870436729e-13
3.219106550703025e+01 -2.420442374466648e-13 2.357927018339640e-13
3.228225832716348e+01 -2.211973517998321e-13 2.214652197945723e-13
3.237345114729671e+01 -2.016414287089012e-13 2.074903956075470e-13
3.246464396742994e+01 -1.833416209817575e-13 1.939251660974142e-13
3.255583678756317e+01 -1.662584159076002e-13 1.808151383119434e-13
3.264702960769640e+01 -1.503486094439528e-13 1.681958654818708e-13
3.273822242782963e+01 -1.355661689187684e-13 1.560940171384843e-13
3.282941524796286e+01 -1.218629936165371e-13 1.445284495810703e-13
3.292060806809609e+01 -1.091895820579611e-13 1.335111827641279e-13
3.301180088822932e+01 -9.749561423592615e-14 1.230482895229676e-13
3.310299370836255e+01 -8.673045653858829e-14 1.131407028811879e-13
3.319418652849578e+01 -7.684359657535424e-14 1.037849469893318e-13
3.328537934862901e+01 -6.778501462491016e-14 9.497379703500692e-14
3.337657216876224e+01 -5.950549794742380e-14 8.669687324463065e-14
3.346776498889547e+01 -5.195690374646699e-14 7.894117386904647e-14
3.355895780902870e+01 -4.509237613065821e-14 7.169155181240252e-14
3.365015062916194e+01 -3.886652201083932e-14 6.493113932840323e-14
3.374134344929517e+01 -3.323555047589971e-14 5.864172497249385e-14
3.383253626942840e+01 -2.815737981908069e-14 5.280408676457009e-14
3.392372908956163e+01 -2.359171603651603e-14 4.739828528599287e-14
3.401492190969486e+01 -1.950010629054131e-14 4.240392020835673e-14
3.410611472982809e+01 -1.584597052147362e-14 3.780035353070800e-14
3.419730754996132e+01 -1.259461410257501e-14 3.356690258763272e-14
3.428850037009455e+01 -9.713224163140872e-15 2.968300568355619e-14
3.437969319022778e+01 -7.170851953417234e-15 2.612836300927355e-14
3.447088601036101e+01 -4.938383391619766e-15 2.288305530558739e-14
3.456207883049424e+01 -2.988499716942750e-15 1.992764255625854e-14
3.465327165062747e+01 -1.295629972325690e-15 1.724324481847111e-14
3.474446447076070e+01 1.641031439061298e-16 1.481160713376656e-14
3.483565729089393e+01 1.412942688393234e-15 1.261515030592897e-14
3.492685011102716e+01 2.471560932063177e-15 1.063700918454877e-14
3.501804293116039e+01 3.359125798429403e-15 8.861059953841443e-15
3.510923575129362e+01 4.093369341602977e-15 7.271937795585437e-15
3.520042857142685e+01 4.690657443936737e-15 5.855046172565367e-15
3.529162139156008e+01 5.166060021603025e-15 4.596558864422036e-15
3.538281421169331e+01 5.533421124702042e-15 3.483415781053684e-15
3.547400703182654e+01 5.805428407399771e-15 2.503313479395274e-15
3.556519985195977e+01 5.993681523766942e-15 1.644691217220459e-15
3.565639267209300e+01 6.108759077070124e-15 8.967132922494707e-16
3.574758549222623e+01 6.160283814860088e-15 2.492483359827832e-16
3.583877831235946e+01 6.156985819888699e-15 -3.071538410107788e-16
3.592997113249269e+01 6.106763498211888e-15 -7.812873224687274e-16
3.602116395262592e+01 6.016742211320806e-15 -1.181316609915038e-15
3.611235677275915e+01 5.893330439274881e-15 -1.514804183813983e-15
3.620354959289238e+01 5.742273397048993e-15 -1.788738741206439e-15
3.629474241302561e+01 5.568704057083741e-15 -2.009563795299866e-15
3.638593523315884e+01 5.377191557746631e-15 -2.183206364865836e-15
3.647712805329207e+01 5.171787000450040e-15 -2.315105519690122e-15
3.656832087342530e+01 4.956066657880206e-15 -2.410240582997757e-15
3.665951369355853e+01 4.733172632496766e-15 -2.473158823005416e-15
