-1.213873e+01 4.409730e-01
-1.208841e+01 4.221769e-01
-1.204090e+01 3.927769e-01
-1.199740e+01 3.533440e-01
-1.195904e+01 3.045546e-01
-1.192686e+01 2.471677e-01
-1.190182e+01 1.820067e-01
-1.188477e+01 1.099456e-01
-1.187647e+01 3.190272e-02
-1.187754e+01 -5.116014e-02
-1.188853e+01 -1.382328e-01
-1.190982e+01 -2.282482e-01
